"","ARmaior","Armenor","NomeMunic","Total","ano"
"1244","MARANHÃO",2106631,"Matões do Norte - MA",21897.21493,2020
"1245","MARANHÃO",2106672,"Milagres do Maranhão - MA",11304.15939,2020
"1246","MARANHÃO",2106706,"Mirador - MA",19225.63099,2020
"1247","MARANHÃO",2106755,"Miranda do Norte - MA",34090.66602,2020
"1248","MARANHÃO",2106805,"Mirinzal - MA",14189.79146,2020
"1249","MARANHÃO",2106904,"Monção - MA",35208.72511,2020
"1250","MARANHÃO",2107001,"Montes Altos - MA",7983.29399,2020
"1251","MARANHÃO",2107100,"Morros - MA",19849.31949,2020
"1252","MARANHÃO",2107209,"Nina Rodrigues - MA",17045.08267,2020
"1253","MARANHÃO",2107258,"Nova Colinas - MA",5371.34265,2020
"1254","MARANHÃO",2107308,"Nova Iorque - MA",4360.843457,2020
"1255","MARANHÃO",2107357,"Nova Olinda do Maranhão - MA",21421.91134,2020
"1256","MARANHÃO",2107407,"Olho d'Água das Cunhãs - MA",21752.61767,2020
"1257","MARANHÃO",2107456,"Olinda Nova do Maranhão - MA",15557.57433,2020
"1258","MARANHÃO",2107506,"Paço do Lumiar - MA",131823.30392,2020
"1259","MARANHÃO",2107605,"Palmeirândia - MA",18903.12006,2020
"1260","MARANHÃO",2107704,"Paraibano - MA",20709.28605,2020
"1261","MARANHÃO",2107803,"Parnarama - MA",33588.44756,2020
"1262","MARANHÃO",2107902,"Passagem Franca - MA",19026.29141,2020
"1263","MARANHÃO",2108009,"Pastos Bons - MA",19282.04923,2020
"1264","MARANHÃO",2108058,"Paulino Neves - MA",16877.30159,2020
"1265","MARANHÃO",2108108,"Paulo Ramos - MA",19122.37956,2020
"1266","MARANHÃO",2108207,"Pedreiras - MA",35984.3815,2020
"1267","MARANHÃO",2108256,"Pedro do Rosário - MA",26264.29309,2020
"1268","MARANHÃO",2108306,"Penalva - MA",35507.31907,2020
"1269","MARANHÃO",2108405,"Peri Mirim - MA",13577.42362,2020
"1270","MARANHÃO",2108454,"Peritoró - MA",23517.86006,2020
"1271","MARANHÃO",2108504,"Pindaré-Mirim - MA",32456.45213,2020
"1272","MARANHÃO",2108603,"Pinheiro - MA",82451.4215,2020
"1273","MARANHÃO",2108702,"Pio XII - MA",15967.19762,2020
"1274","MARANHÃO",2108801,"Pirapemas - MA",18351.30195,2020
"1275","MARANHÃO",2108900,"Poção de Pedras - MA",16213.92534,2020
"1276","MARANHÃO",2109007,"Porto Franco - MA",25026.87372,2020
"1277","MARANHÃO",2109056,"Porto Rico do Maranhão - MA",5299.42962,2020
"1278","MARANHÃO",2109106,"Presidente Dutra - MA",46617.60199,2020
"1279","MARANHÃO",2109205,"Presidente Juscelino - MA",11600.84965,2020
"1280","MARANHÃO",2109239,"Presidente Médici - MA",7106.455462,2020
"1281","MARANHÃO",2109270,"Presidente Sarney - MA",19502.35308,2020
"1282","MARANHÃO",2109304,"Presidente Vargas - MA",10235.53985,2020
"1283","MARANHÃO",2109403,"Primeira Cruz - MA",15909.03064,2020
"1284","MARANHÃO",2109452,"Raposa - MA",36540.06944,2020
"1285","MARANHÃO",2109502,"Riachão - MA",17777.9038,2020
"1286","MARANHÃO",2109551,"Ribamar Fiquene - MA",7480.334197,2020
"1287","MARANHÃO",2109601,"Rosário - MA",42962.97127,2020
"1288","MARANHÃO",2109700,"Sambaíba - MA",5217.475942,2020
"1289","MARANHÃO",2109759,"Santa Filomena do Maranhão - MA",9406.382853,2020
"1290","MARANHÃO",2109809,"Santa Helena - MA",45651.45984,2020
"1291","MARANHÃO",2109908,"Santa Inês - MA",80108.6141,2020
"1292","MARANHÃO",2110005,"Santa Luzia - MA",71986.60224,2020
"1293","MARANHÃO",2110039,"Santa Luzia do Paruá - MA",23667.88037,2020
"1294","MARANHÃO",2110104,"Santa Quitéria do Maranhão - MA",27615.36064,2020
"1295","MARANHÃO",2110203,"Santa Rita - MA",38647.72919,2020
"1296","MARANHÃO",2110237,"Santana do Maranhão - MA",11566.00261,2020
"1297","MARANHÃO",2110278,"Santo Amaro do Maranhão - MA",18182.17836,2020
"1298","MARANHÃO",2110302,"Santo Antônio dos Lopes - MA",13178.12642,2020
"1299","MARANHÃO",2110401,"São Benedito do Rio Preto - MA",17768.85018,2020
"1300","MARANHÃO",2110500,"São Bento - MA",48249.9637,2020
"1301","MARANHÃO",2110609,"São Bernardo - MA",28551.60078,2020
"1302","MARANHÃO",2110658,"São Domingos do Azeitão - MA",7095.593114,2020
"1303","MARANHÃO",2110708,"São Domingos do Maranhão - MA",31207.73003,2020
"1304","MARANHÃO",2110807,"São Félix de Balsas - MA",4087.661344,2020
"1305","MARANHÃO",2110856,"São Francisco do Brejão - MA",13156.82789,2020
"1306","MARANHÃO",2110906,"São Francisco do Maranhão - MA",10648.09759,2020
"1307","MARANHÃO",2111003,"São João Batista - MA",19314.98495,2020
"1308","MARANHÃO",2111029,"São João do Carú - MA",10528.104895,2020
"1309","MARANHÃO",2111052,"São João do Paraíso - MA",10294.74048,2020
"1310","MARANHÃO",2111078,"São João do Soter - MA",18021.12462,2020
"1311","MARANHÃO",2111102,"São João dos Patos - MA",24565.026,2020
"1312","MARANHÃO",2111201,"São José de Ribamar - MA",226494.608,2020
"1313","MARANHÃO",2111250,"São José dos Basílios - MA",6963.35765,2020
"1314","MARANHÃO",2111300,"São Luís - MA",1080405.7489,2020
"1315","MARANHÃO",2111409,"São Luís Gonzaga do Maranhão - MA",16490.73621,2020
"1316","MARANHÃO",2111508,"São Mateus do Maranhão - MA",40301.83374,2020
"1317","MARANHÃO",2111532,"São Pedro da Água Branca - MA",12317.35509,2020
"1318","MARANHÃO",2111573,"São Pedro dos Crentes - MA",4469.004351,2020
"1319","MARANHÃO",2111607,"São Raimundo das Mangabeiras - MA",18811.02832,2020
"1320","MARANHÃO",2111631,"São Raimundo do Doca Bezerra - MA",5329.912592,2020
"1321","MARANHÃO",2111672,"São Roberto - MA",7397.280229,2020
"1322","MARANHÃO",2111706,"São Vicente Ferrer - MA",21818.17412,2020
"1323","MARANHÃO",2111722,"Satubinha - MA",12465.11725,2020
"1324","MARANHÃO",2111748,"Senador Alexandre Costa - MA",11309.00287,2020
"1325","MARANHÃO",2111763,"Senador La Rocque - MA",18182.922,2020
"1326","MARANHÃO",2111789,"Serrano do Maranhão - MA",11719.30725,2020
"1327","MARANHÃO",2111805,"Sítio Novo - MA",17588.8182,2020
"1328","MARANHÃO",2111904,"Sucupira do Norte - MA",9649.89692,2020
"1329","MARANHÃO",2111953,"Sucupira do Riachão - MA",4524.102877,2020
"1330","MARANHÃO",2112001,"Tasso Fragoso - MA",8820.537815,2020
"1331","MARANHÃO",2112100,"Timbiras - MA",27291.37705,2020
"1332","MARANHÃO",2112209,"Timon - MA",169408.1782,2020
"1333","MARANHÃO",2112233,"Trizidela do Vale - MA",20272.96388,2020
"1334","MARANHÃO",2112274,"Tufilândia - MA",5265.72605,2020
"1335","MARANHÃO",2112308,"Tuntum - MA",39542.45615,2020
"1336","MARANHÃO",2112407,"Turiaçu - MA",33691.38572,2020
"1337","MARANHÃO",2112456,"Turilândia - MA",28238.71233,2020
"1338","MARANHÃO",2112506,"Tutóia - MA",67999.93799,2020
"1339","MARANHÃO",2112605,"Urbano Santos - MA",32142.62428,2020
"1340","MARANHÃO",2112704,"Vargem Grande - MA",65681.16274,2020
"1341","MARANHÃO",2112803,"Viana - MA",50841.03632,2020
"1342","MARANHÃO",2112852,"Vila Nova dos Martírios - MA",16588.60071,2020
"1343","MARANHÃO",2112902,"Vitória do Mearim - MA",29881.35429,2020
"1344","MARANHÃO",2113009,"Vitorino Freire - MA",33216.20328,2020
"1345","MARANHÃO",2114007,"Zé Doca - MA",50369.41803,2020
"1346","MATO GROSSO",5100102,"Acorizal - MT",4969.50259,2020
"1347","MATO GROSSO",5100201,"Água Boa - MT",26546.94925,2020
"1348","MATO GROSSO",5100250,"Alta Floresta - MT",47217.69262,2020
"1349","MATO GROSSO",5100300,"Alto Araguaia - MT",19715.45858,2020
"1350","MATO GROSSO",5100359,"Alto Boa Vista - MT",6160.064589,2020
"1351","MATO GROSSO",5100409,"Alto Garças - MT",11673.23742,2020
"1352","MATO GROSSO",5100508,"Alto Paraguai - MT",10866.22082,2020
"1353","MATO GROSSO",5100607,"Alto Taquari - MT",13003.650367,2020
"1354","MATO GROSSO",5100805,"Apiacás - MT",10142.183324,2020
"1355","MATO GROSSO",5101001,"Araguaiana - MT",2858.086238,2020
"1356","MATO GROSSO",5101209,"Araguainha - MT",912.002221,2020
"1357","MATO GROSSO",5101258,"Araputanga - MT",15957.60571,2020
"1358","MATO GROSSO",5101308,"Arenápolis - MT",8693.70839,2020
"1359","MATO GROSSO",5101407,"Aripuanã - MT",30526.963066,2020
"1360","MATO GROSSO",5101605,"Barão de Melgaço - MT",7017.36241,2020
"1361","MATO GROSSO",5101704,"Barra do Bugres - MT",34145.882,2020
"1362","MATO GROSSO",5101803,"Barra do Garças - MT",56451.26912,2020
"1363","MATO GROSSO",5101852,"Bom Jesus do Araguaia - MT",6109.35125,2020
"1364","MATO GROSSO",5101902,"Brasnorte - MT",21986.079024,2020
"1365","MATO GROSSO",5102504,"Cáceres - MT",88441.4027,2020
"1366","MATO GROSSO",5102603,"Campinápolis - MT",15160.01883,2020
"1367","MATO GROSSO",5102637,"Campo Novo do Parecis - MT",40172.454305,2020
"1368","MATO GROSSO",5102678,"Campo Verde - MT",52644.88753,2020
"1369","MATO GROSSO",5102686,"Campos de Júlio - MT",8250.852113,2020
"1370","MATO GROSSO",5102694,"Canabrava do Norte - MT",4395.801564,2020
"1371","MATO GROSSO",5102702,"Canarana - MT",20929.75011,2020
"1372","MATO GROSSO",5102793,"Carlinda - MT",9148.5177,2020
"1373","MATO GROSSO",5102850,"Castanheira - MT",8071.709526,2020
"1374","MATO GROSSO",5103007,"Chapada dos Guimarães - MT",18563.43998,2020
"1375","MATO GROSSO",5103056,"Cláudia - MT",10325.462608,2020
"1376","MATO GROSSO",5103106,"Cocalinho - MT",6110.390193,2020
"1377","MATO GROSSO",5103205,"Colíder - MT",31177.89503,2020
"1378","MATO GROSSO",5103254,"Colniza - MT",43711.286117,2020
"1379","MATO GROSSO",5103304,"Comodoro - MT",20246.7614,2020
"1380","MATO GROSSO",5103353,"Confresa - MT",32619.31534,2020
"1381","MATO GROSSO",5103361,"Conquista D'Oeste - MT",3489.336587,2020
"1382","MATO GROSSO",5103379,"Cotriguaçu - MT",24124.692931,2020
"1383","MATO GROSSO",5103403,"Cuiabá - MT",578994.3792,2020
"1384","MATO GROSSO",5103437,"Curvelândia - MT",4773.357723,2020
"1385","MATO GROSSO",5103452,"Denise - MT",8924.638206,2020
"1386","MATO GROSSO",5103502,"Diamantino - MT",20639.29162,2020
"1387","MATO GROSSO",5103601,"Dom Aquino - MT",7405.55409,2020
"1388","MATO GROSSO",5103700,"Feliz Natal - MT",16145.768649,2020
"1389","MATO GROSSO",5103809,"Figueirópolis D'Oeste - MT",3275.205843,2020
"1390","MATO GROSSO",5103858,"Gaúcha do Norte - MT",7892.078076,2020
"1391","MATO GROSSO",5103908,"General Carneiro - MT",5422.052975,2020
"1392","MATO GROSSO",5103957,"Glória D'Oeste - MT",2821.244401,2020
"1393","MATO GROSSO",5104104,"Guarantã do Norte - MT",34005.15399,2020
"1394","MATO GROSSO",5104203,"Guiratinga - MT",14090.58234,2020
"1395","MATO GROSSO",5104500,"Indiavaí - MT",2578.654206,2020
"1396","MATO GROSSO",5104526,"Ipiranga do Norte - MT",8503.797691,2020
"1397","MATO GROSSO",5104542,"Itanhangá - MT",8661.625028,2020
"1398","MATO GROSSO",5104559,"Itaúba - MT",4282.206145,2020
"1399","MATO GROSSO",5104609,"Itiquira - MT",12960.183073,2020
"1400","MATO GROSSO",5104807,"Jaciara - MT",25546.84251,2020
"1401","MATO GROSSO",5104906,"Jangada - MT",7698.92298,2020
"1402","MATO GROSSO",5105002,"Jauru - MT",8192.92123,2020
"1403","MATO GROSSO",5105101,"Juara - MT",32409.27091,2020
"1404","MATO GROSSO",5105150,"Juína - MT",37438.59777,2020
"1405","MATO GROSSO",5105176,"Juruena - MT",20565.140063,2020
"1406","MATO GROSSO",5105200,"Juscimeira - MT",10147.98886,2020
"1407","MATO GROSSO",5105234,"Lambari D'Oeste - MT",5919.379466,2020
"1408","MATO GROSSO",5105259,"Lucas do Rio Verde - MT",99938.81214,2020
"1409","MATO GROSSO",5105309,"Luciara - MT",1943.522433,2020
"1410","MATO GROSSO",5105507,"Vila Bela da Santíssima Trindade - MT",15396.82747,2020
"1411","MATO GROSSO",5105580,"Marcelândia - MT",9525.729928,2020
"1412","MATO GROSSO",5105606,"Matupá - MT",16317.136251,2020
"1413","MATO GROSSO",5105622,"Mirassol d'Oeste - MT",24984.85153,2020
"1414","MATO GROSSO",5105903,"Nobres - MT",21654.39833,2020
"1415","MATO GROSSO",5106000,"Nortelândia - MT",5448.09592,2020
"1416","MATO GROSSO",5106109,"Nossa Senhora do Livramento - MT",10394.48054,2020
"1417","MATO GROSSO",5106158,"Nova Bandeirantes - MT",17506.444198,2020
"1418","MATO GROSSO",5106174,"Nova Nazaré - MT",4400.505245,2020
"1419","MATO GROSSO",5106182,"Nova Lacerda - MT",6673.476253,2020
"1420","MATO GROSSO",5106190,"Nova Santa Helena - MT",3183.623531,2020
"1421","MATO GROSSO",5106208,"Nova Brasilândia - MT",3580.83163,2020
"1422","MATO GROSSO",5106216,"Nova Canaã do Norte - MT",11752.49122,2020
"1423","MATO GROSSO",5106224,"Nova Mutum - MT",18906.83187,2020
"1424","MATO GROSSO",5106232,"Nova Olímpia - MT",19976.66844,2020
"1425","MATO GROSSO",5106240,"Nova Ubiratã - MT",13503.506939,2020
"1426","MATO GROSSO",5106257,"Nova Xavantina - MT",19906.55246,2020
"1427","MATO GROSSO",5106265,"Novo Mundo - MT",9737.415114,2020
"1428","MATO GROSSO",5106273,"Novo Horizonte do Norte - MT",3677.396197,2020
"1429","MATO GROSSO",5106281,"Novo São Joaquim - MT",5729.189727,2020
"1430","MATO GROSSO",5106299,"Paranaíta - MT",10267.609305,2020
"1431","MATO GROSSO",5106307,"Paranatinga - MT",22197.41575,2020
"1432","MATO GROSSO",5106315,"Novo Santo Antônio - MT",2286.84822,2020
"1433","MATO GROSSO",5106372,"Pedra Preta - MT",16651.51572,2020
"1434","MATO GROSSO",5106422,"Peixoto de Azevedo - MT",33409.77419,2020
"1435","MATO GROSSO",5106455,"Planalto da Serra - MT",2526.663933,2020
"1436","MATO GROSSO",5106505,"Poconé - MT",30728.77842,2020
"1437","MATO GROSSO",5106653,"Pontal do Araguaia - MT",6847.749953,2020
"1438","MATO GROSSO",5106703,"Ponte Branca - MT",1486.275883,2020
"1439","MATO GROSSO",5106752,"Pontes e Lacerda - MT",42617.37203,2020
"1440","MATO GROSSO",5106778,"Porto Alegre do Norte - MT",12245.16713,2020
"1441","MATO GROSSO",5106802,"Porto dos Gaúchos - MT",4928.286361,2020
"1442","MATO GROSSO",5106828,"Porto Esperidião - MT",11217.41135,2020
"1443","MATO GROSSO",5106851,"Porto Estrela - MT",2824.359636,2020
"1444","MATO GROSSO",5107008,"Poxoréo - MT",14486.43302,2020
"1445","MATO GROSSO",5107040,"Primavera do Leste - MT",62365.7287,2020
"1446","MATO GROSSO",5107065,"Querência - MT",21013.892455,2020
"1447","MATO GROSSO",5107107,"São José dos Quatro Marcos - MT",17140.32455,2020
"1448","MATO GROSSO",5107156,"Reserva do Cabaçal - MT",2613.565244,2020
"1449","MATO GROSSO",5107180,"Ribeirão Cascalheira - MT",10169.08519,2020
"1450","MATO GROSSO",5107198,"Ribeirãozinho - MT",2271.45095,2020
"1451","MATO GROSSO",5107206,"Rio Branco - MT",4717.892046,2020
"1452","MATO GROSSO",5107248,"Santa Carmem - MT",4365.018419,2020
"1453","MATO GROSSO",5107263,"Santo Afonso - MT",2740.915286,2020
"1454","MATO GROSSO",5107297,"São José do Povo - MT",3748.736111,2020
"1455","MATO GROSSO",5107305,"São José do Rio Claro - MT",20858.05524,2020
"1456","MATO GROSSO",5107354,"São José do Xingu - MT",5989.553831,2020
"1457","MATO GROSSO",5107404,"São Pedro da Cipa - MT",4525.628696,2020
"1458","MATO GROSSO",5107578,"Rondolândia - MT",6173.337145,2020
"1459","MATO GROSSO",5107602,"Rondonópolis - MT",235447.1155,2020
"1460","MATO GROSSO",5107701,"Rosário Oeste - MT",41603.600466,2020
"1461","MATO GROSSO",5107743,"Santa Cruz do Xingu - MT",2105.141343,2020
"1462","MATO GROSSO",5107750,"Salto do Céu - MT",3173.894838,2020
"1463","MATO GROSSO",5107768,"Santa Rita do Trivelato - MT",3292.1531039,2020
"1464","MATO GROSSO",5107776,"Santa Terezinha - MT",8050.758976,2020
"1465","MATO GROSSO",5107792,"Santo Antônio do Leste - MT",3698.531367,2020
"1466","MATO GROSSO",5107800,"Santo Antônio do Leverger - MT",20435.48572,2020
"1467","MATO GROSSO",5107859,"São Félix do Araguaia - MT",11910.37043,2020
"1468","MATO GROSSO",5107875,"Sapezal - MT",38349.737441,2020
"1469","MATO GROSSO",5107883,"Serra Nova Dourada - MT",1529.368337,2020
"1470","MATO GROSSO",5107909,"Sinop - MT",157767.21904,2020
"1471","MATO GROSSO",5107925,"Sorriso - MT",115025.83353,2020
"1472","MATO GROSSO",5107941,"Tabaporã - MT",8581.284867,2020
"1473","MATO GROSSO",5107958,"Tangará da Serra - MT",109640.03359,2020
"1474","MATO GROSSO",5108006,"Tapurah - MT",17055.007692,2020
"1475","MATO GROSSO",5108055,"Terra Nova do Norte - MT",8764.67878,2020
"1476","MATO GROSSO",5108105,"Tesouro - MT",3479.569017,2020
"1477","MATO GROSSO",5108204,"Torixoréu - MT",3282.354443,2020
"1478","MATO GROSSO",5108303,"União do Sul - MT",3251.469333,2020
"1479","MATO GROSSO",5108352,"Vale de São Domingos - MT",3069.837924,2020
"1480","MATO GROSSO",5108402,"Várzea Grande - MT",273306.4618,2020
"1481","MATO GROSSO",5108501,"Vera - MT",10576.174578,2020
"1482","MATO GROSSO",5108600,"Vila Rica - MT",27324.72257,2020
"1483","MATO GROSSO",5108808,"Nova Guarita - MT",4066.881069,2020
"1484","MATO GROSSO",5108857,"Nova Marilândia - MT",3469.537526,2020
"1485","MATO GROSSO",5108907,"Nova Maringá - MT",9748.646483,2020
"1486","MATO GROSSO",5108956,"Nova Monte Verde - MT",8828.418561,2020
"1487","MATO GROSSO DO SUL",5000203,"Água Clara - MS",16603.413351,2020
"1488","MATO GROSSO DO SUL",5000252,"Alcinópolis - MS",5322.717986,2020
"1489","MATO GROSSO DO SUL",5000609,"Amambai - MS",39529.81169,2020
"1490","MATO GROSSO DO SUL",5000708,"Anastácio - MS",24536.96993,2020
"1491","MATO GROSSO DO SUL",5000807,"Anaurilândia - MS",8762.08795,2020
"1492","MATO GROSSO DO SUL",5000856,"Angélica - MS",11028.87745,2020
"1493","MATO GROSSO DO SUL",5000906,"Antônio João - MS",9042.8687,2020
"1494","MATO GROSSO DO SUL",5001003,"Aparecida do Taboado - MS",25997.25071,2020
"1495","MATO GROSSO DO SUL",5001102,"Aquidauana - MS",46321.54218,2020
"1496","MATO GROSSO DO SUL",5001243,"Aral Moreira - MS",12662.09825,2020
"1497","MATO GROSSO DO SUL",5001508,"Bandeirantes - MS",6633.57813,2020
"1498","MATO GROSSO DO SUL",5001904,"Bataguassu - MS",23253.95553,2020
"1499","MATO GROSSO DO SUL",5002001,"Batayporã - MS",11031.05785,2020
"1500","MATO GROSSO DO SUL",5002100,"Bela Vista - MS",23917.96988,2020
"1501","MATO GROSSO DO SUL",5002159,"Bodoquena - MS",7706.62859,2020
"1502","MATO GROSSO DO SUL",5002209,"Bonito - MS",21707.48486,2020
"1503","MATO GROSSO DO SUL",5002308,"Brasilândia - MS",11617.27586,2020
"1504","MATO GROSSO DO SUL",5002407,"Caarapó - MS",31221.92753,2020
"1505","MATO GROSSO DO SUL",5002605,"Camapuã - MS",14497.86842,2020
"1506","MATO GROSSO DO SUL",5002704,"Campo Grande - MS",895602.588,2020
"1507","MATO GROSSO DO SUL",5002803,"Caracol - MS",6191.538443,2020
"1508","MATO GROSSO DO SUL",5002902,"Cassilândia - MS",20835.71724,2020
"1509","MATO GROSSO DO SUL",5002951,"Chapadão do Sul - MS",28148.893249,2020
"1510","MATO GROSSO DO SUL",5003108,"Corguinho - MS",5777.707468,2020
"1511","MATO GROSSO DO SUL",5003157,"Coronel Sapucaia - MS",14978.11717,2020
"1512","MATO GROSSO DO SUL",5003207,"Corumbá - MS",108132.0266,2020
"1513","MATO GROSSO DO SUL",5003256,"Costa Rica - MS",19750.64817,2020
"1514","MATO GROSSO DO SUL",5003306,"Coxim - MS",32237.90246,2020
"1515","MATO GROSSO DO SUL",5003454,"Deodápolis - MS",12723.51521,2020
"1516","MATO GROSSO DO SUL",5003488,"Dois Irmãos do Buriti - MS",11067.70113,2020
"1517","MATO GROSSO DO SUL",5003504,"Douradina - MS",5881.948222,2020
"1518","MATO GROSSO DO SUL",5003702,"Dourados - MS",223867.8474,2020
"1519","MATO GROSSO DO SUL",5003751,"Eldorado - MS",12040.5747,2020
"1520","MATO GROSSO DO SUL",5003801,"Fátima do Sul - MS",18258.58663,2020
"1521","MATO GROSSO DO SUL",5003900,"Figueirão - MS",3210.125776,2020
"1522","MATO GROSSO DO SUL",5004007,"Glória de Dourados - MS",9682.7641,2020
"1523","MATO GROSSO DO SUL",5004106,"Guia Lopes da Laguna - MS",9570.82834,2020
"1524","MATO GROSSO DO SUL",5004304,"Iguatemi - MS",15613.16835,2020
"1525","MATO GROSSO DO SUL",5004403,"Inocência - MS",7369.411372,2020
"1526","MATO GROSSO DO SUL",5004502,"Itaporã - MS",24779.55859,2020
"1527","MATO GROSSO DO SUL",5004601,"Itaquiraí - MS",20951.29965,2020
"1528","MATO GROSSO DO SUL",5004700,"Ivinhema - MS",22279.34007,2020
"1529","MATO GROSSO DO SUL",5004809,"Japorã - MS",9658.198904,2020
"1530","MATO GROSSO DO SUL",5004908,"Jaraguari - MS",6845.23146,2020
"1531","MATO GROSSO DO SUL",5005004,"Jardim - MS",25394.77918,2020
"1532","MATO GROSSO DO SUL",5005103,"Jateí - MS",4024.177507,2020
"1533","MATO GROSSO DO SUL",5005152,"Juti - MS",6613.28501,2020
"1534","MATO GROSSO DO SUL",5005202,"Ladário - MS",24261.06998,2020
"1535","MATO GROSSO DO SUL",5005251,"Laguna Carapã - MS",7441.51862,2020
"1536","MATO GROSSO DO SUL",5005400,"Maracaju - MS",51283.80576,2020
"1537","MATO GROSSO DO SUL",5005608,"Miranda - MS",27749.79857,2020
"1538","MATO GROSSO DO SUL",5005681,"Mundo Novo - MS",17888.50917,2020
"1539","MATO GROSSO DO SUL",5005707,"Naviraí - MS",56347.07687,2020
"1540","MATO GROSSO DO SUL",5005806,"Nioaque - MS",13479.39606,2020
"1541","MATO GROSSO DO SUL",5006002,"Nova Alvorada do Sul - MS",25568.50407,2020
"1542","MATO GROSSO DO SUL",5006200,"Nova Andradina - MS",56037.15955,2020
"1543","MATO GROSSO DO SUL",5006259,"Novo Horizonte do Sul - MS",4057.117667,2020
"1544","MATO GROSSO DO SUL",5006275,"Paraíso das Águas - MS",5974.139503,2020
"1545","MATO GROSSO DO SUL",5006309,"Paranaíba - MS",40500.46278,2020
"1546","MATO GROSSO DO SUL",5006358,"Paranhos - MS",14967.39007,2020
"1547","MATO GROSSO DO SUL",5006408,"Pedro Gomes - MS",7354.36227,2020
"1548","MATO GROSSO DO SUL",5006606,"Ponta Porã - MS",95827.2593,2020
"1549","MATO GROSSO DO SUL",5006903,"Porto Murtinho - MS",17475.41,2020
"1550","MATO GROSSO DO SUL",5007109,"Ribas do Rio Pardo - MS",25478.09496,2020
"1551","MATO GROSSO DO SUL",5007208,"Rio Brilhante - MS",39890.44744,2020
"1552","MATO GROSSO DO SUL",5007307,"Rio Negro - MS",4644.40677,2020
"1553","MATO GROSSO DO SUL",5007406,"Rio Verde de Mato Grosso - MS",18951.0096,2020
"1554","MATO GROSSO DO SUL",5007505,"Rochedo - MS",5217.940541,2020
"1555","MATO GROSSO DO SUL",5007554,"Santa Rita do Pardo - MS",7674.790537,2020
"1556","MATO GROSSO DO SUL",5007695,"São Gabriel do Oeste - MS",27914.57124,2020
"1557","MATO GROSSO DO SUL",5007703,"Sete Quedas - MS",10472.16841,2020
"1558","MATO GROSSO DO SUL",5007802,"Selvíria - MS",6422.27356,2020
"1559","MATO GROSSO DO SUL",5007901,"Sidrolândia - MS",71414.05785,2020
"1560","MATO GROSSO DO SUL",5007935,"Sonora - MS",21502.157369,2020
"1561","MATO GROSSO DO SUL",5007950,"Tacuru - MS",11834.11204,2020
"1562","MATO GROSSO DO SUL",5007976,"Taquarussu - MS",3580.039093,2020
"1563","MATO GROSSO DO SUL",5008008,"Terenos - MS",22721.89939,2020
"1564","MATO GROSSO DO SUL",5008305,"Três Lagoas - MS",126732.4207,2020
"1565","MATO GROSSO DO SUL",5008404,"Vicentina - MS",5847.77834,2020
"1566","MINAS GERAIS",3100104,"Abadia dos Dourados - MG",6975.0265,2020
"1567","MINAS GERAIS",3100203,"Abaeté - MG",22571.25114,2020
"1568","MINAS GERAIS",3100302,"Abre Campo - MG",13205.25406,2020
"1569","MINAS GERAIS",3100401,"Acaiaca - MG",3968.631479,2020
"1570","MINAS GERAIS",3100500,"Açucena - MG",9318.14684,2020
"1571","MINAS GERAIS",3100609,"Água Boa - MG",13303.68556,2020
"1572","MINAS GERAIS",3100708,"Água Comprida - MG",2003.805037,2020
"1573","MINAS GERAIS",3100807,"Aguanil - MG",4380.983,2020
"1574","MINAS GERAIS",3100906,"Águas Formosas - MG",18839.51316,2020
"1575","MINAS GERAIS",3101003,"Águas Vermelhas - MG",13299.38389,2020
"1576","MINAS GERAIS",3101102,"Aimorés - MG",24693.26632,2020
"1577","MINAS GERAIS",3101201,"Aiuruoca - MG",5890.30449,2020
"1578","MINAS GERAIS",3101300,"Alagoa - MG",2655.491239,2020
"1579","MINAS GERAIS",3101409,"Albertina - MG",3045.935361,2020
"1580","MINAS GERAIS",3101508,"Além Paraíba - MG",34721.59733,2020
"1581","MINAS GERAIS",3101607,"Alfenas - MG",80009.209,2020
"1582","MINAS GERAIS",3101631,"Alfredo Vasconcelos - MG",6838.43972,2020
"1583","MINAS GERAIS",3101706,"Almenara - MG",42100.99664,2020
"1584","MINAS GERAIS",3101805,"Alpercata - MG",7308.36151,2020
"1585","MINAS GERAIS",3101904,"Alpinópolis - MG",19755.93256,2020
"1586","MINAS GERAIS",3102001,"Alterosa - MG",14165.46937,2020
"1587","MINAS GERAIS",3102050,"Alto Caparaó - MG",5863.51453,2020
"1588","MINAS GERAIS",3102100,"Alto Rio Doce - MG",10918.28319,2020
"1589","MINAS GERAIS",3102209,"Alvarenga - MG",4104.11157,2020
"1590","MINAS GERAIS",3102308,"Alvinópolis - MG",14877.1097,2020
"1591","MINAS GERAIS",3102407,"Alvorada de Minas - MG",3721.583081,2020
"1592","MINAS GERAIS",3102506,"Amparo do Serra - MG",4741.65273,2020
"1593","MINAS GERAIS",3102605,"Andradas - MG",41176.18897,2020
"1594","MINAS GERAIS",3102704,"Cachoeira de Pajeú - MG",9195.77307,2020
"1595","MINAS GERAIS",3102803,"Andrelândia - MG",11944.9309,2020
"1596","MINAS GERAIS",3102852,"Angelândia - MG",8443.1468,2020
"1597","MINAS GERAIS",3102902,"Antônio Carlos - MG",11184.85624,2020
"1598","MINAS GERAIS",3103009,"Antônio Dias - MG",9347.48281,2020
"1599","MINAS GERAIS",3103108,"Antônio Prado de Minas - MG",1573.536662,2020
